,dept,dist,station,value,date
549018,Revenue,Kanniyakumari,Sivalogam (Chittar II),12.0,2021-08-26
549019,Revenue,Sivagangai,Devakottai,11.2,2021-08-26
549020,Revenue,The Nilgiris,Chamraj Estate,11.0,2021-08-26
549021,Revenue,Karur,Mayanoor,11.0,2021-08-26
549022,Revenue,Tiruvannamalai,"Taluk Office, Chengam",10.6,2021-08-26
549023,Revenue,Salem,Mettur,10.2,2021-08-26
549024,Revenue,Coimbatore,Sholayar,10.0,2021-08-26
549025,Revenue,Thiruchirappalli,Pulivalam,10.0,2021-08-26
549026,Revenue,Dindigul,Kodaikanal boat club,10.0,2021-08-26
549027,Revenue,Kanniyakumari,Kuzhithurai,9.8,2021-08-26
549028,Revenue,Tirupathur,Vaniyambadi,9.0,2021-08-26
549029,Revenue,Erode,Thalavadi,8.0,2021-08-26
549030,Revenue,Dindigul,Natham,8.0,2021-08-26
549031,Revenue,Kanniyakumari,Suralacode,7.2,2021-08-26
549032,Revenue,Tiruvallur,Gummidipoondi,7.0,2021-08-26
549033,Revenue,The Nilgiris,Barwood,6.0,2021-08-26
549034,Revenue,The Nilgiris,Coonoor,6.0,2021-08-26
549035,Revenue,Thiruchirappalli,Thenparanadu,6.0,2021-08-26
549036,Revenue,Coimbatore,T.N.A.U,5.0,2021-08-26
549037,Revenue,The Nilgiris,Geddai,5.0,2021-08-26
549038,Revenue,Thiruchirappalli,Pullambadi,5.0,2021-08-26
549039,Revenue,Karur,Panjapatti,4.8,2021-08-26
549040,Revenue,Tirunelveli,Tirunelveli,4.2,2021-08-26
549041,Revenue,Kanniyakumari,Eraniel,4.2,2021-08-26
549042,Revenue,Tenkasi,Ayikudi,4.0,2021-08-26
549043,Revenue,The Nilgiris,Avalanche,4.0,2021-08-26
549044,Revenue,The Nilgiris,Kinnakorai,4.0,2021-08-26
549045,Revenue,The Nilgiris,Wood Braiyar Estate,4.0,2021-08-26
549046,Revenue,The Nilgiris,Billimalai Estate,4.0,2021-08-26
549047,Revenue,Tirunelveli,Palayamkottai,3.5,2021-08-26
549048,Revenue,Kanniyakumari,Perunchani,3.2,2021-08-26
549049,Revenue,Madurai,Madurai airport,3.1,2021-08-26
549050,Revenue,Chengalpattu,Cheyyur,3.0,2021-08-26
549051,Revenue,The Nilgiris,Harisan Malayalam Ltd. cherumulli,3.0,2021-08-26
549052,Revenue,Kanniyakumari,Thuckalay,3.0,2021-08-26
549053,Revenue,Kanniyakumari,Puthan dam,3.0,2021-08-26
549054,Revenue,Kanniyakumari,Kannimar,2.8,2021-08-26
549055,Revenue,Kanniyakumari,Colachel,2.3,2021-08-26
549056,Revenue,Villupuram,Gingee,2.0,2021-08-26
549057,Revenue,The Nilgiris,Upperbhavani,2.0,2021-08-26
549058,Revenue,The Nilgiris,Kallaty,2.0,2021-08-26
549059,Revenue,The Nilgiris,Kodanad,2.0,2021-08-26
549060,Revenue,Kanniyakumari,Bhoothapandy,1.2,2021-08-26
549061,Revenue,Coimbatore,Chinnakalar,1.0,2021-08-26
549062,Revenue,Tenkasi,Shencottai,1.0,2021-08-26
549063,Revenue,Villupuram,VANUR,1.0,2021-08-26
549064,Revenue,Vellore,Vellore,0.9,2021-08-26
549065,Revenue,Tiruvannamalai,Kalasapakkam,137.6,2021-08-27
549066,Revenue,Kancheepuram,Kancheepuram taluk office,78.4,2021-08-27
549067,Revenue,Tiruvannamalai,Vembakkam,78.0,2021-08-27
549068,Revenue,Tiruvannamalai,"Taluk Office, Arani",77.5,2021-08-27
549069,Revenue,Tiruvallur,Cholavaram,74.0,2021-08-27
549070,Revenue,Tiruvannamalai,Polur,73.8,2021-08-27
549071,Revenue,The Nilgiris,Kodanad,67.0,2021-08-27
549072,Revenue,Tiruvannamalai,Cheyyar,61.0,2021-08-27
549073,Revenue,The Nilgiris,Taluk Office  Pandalur,55.0,2021-08-27
549074,Revenue,Coimbatore,Sholayar,54.0,2021-08-27
549075,Revenue,Cuddalore,Veppur,45.0,2021-08-27
549076,Revenue,Dindigul,Kodaikanal boat club,44.0,2021-08-27
549077,Revenue,Tirupathur,Vaniyambadi,43.0,2021-08-27
549078,Revenue,Coimbatore,Cincona,43.0,2021-08-27
549079,Revenue,Cuddalore,Kattumayilur,43.0,2021-08-27
549080,Revenue,Coimbatore,Chinnakalar,42.0,2021-08-27
549081,Revenue,Kanniyakumari,Pechiparai,40.4,2021-08-27
549082,Revenue,Vellore,Katpadi,40.2,2021-08-27
549083,Revenue,Dindigul,Chatrapatti (Ottanchatram),40.0,2021-08-27
549084,Revenue,Theni,Periyar,39.2,2021-08-27
549085,Revenue,Chengalpattu,"Taluk Office, Thirukalukundram",38.2,2021-08-27
549086,Revenue,Ariyalur,"PWD Office, Sendurai",38.0,2021-08-27
549087,Revenue,Ranipet,Kalavai PWD,36.4,2021-08-27
549088,Revenue,Kallakurichi,KCS MILL-1 Kadavanur,35.0,2021-08-27
549089,Revenue,Salem,Mettur,34.8,2021-08-27
549090,Revenue,Chengalpattu,Chengalpattu,34.5,2021-08-27
549091,Revenue,Kancheepuram,Walajabad,32.6,2021-08-27
549092,Revenue,Villupuram,RSCL-2 Valavanur,32.2,2021-08-27
549093,Revenue,Kanniyakumari,Chittar I,32.0,2021-08-27
549094,Revenue,Kanniyakumari,Puthan dam,31.2,2021-08-27
549095,Revenue,Dindigul,Kodaikanal,30.4,2021-08-27
549096,Revenue,Kanniyakumari,Perunchani,30.4,2021-08-27
549097,Revenue,Ranipet,Wallajah,29.2,2021-08-27
549098,Revenue,Ranipet,Arcot,29.0,2021-08-27
549099,Revenue,Vellore,Vellore,28.8,2021-08-27
549100,Revenue,Vellore,Ponnai Dam,28.6,2021-08-27
549101,Revenue,Kanniyakumari,Sivalogam (Chittar II),28.0,2021-08-27
549102,Revenue,Coimbatore,Valparai PAP,27.0,2021-08-27
549103,Revenue,Salem,Omalur,27.0,2021-08-27
549104,Revenue,The Nilgiris,Ketti,27.0,2021-08-27
549105,Revenue,Coimbatore,"Taluk Office, Valparai",25.0,2021-08-27
549106,Revenue,Tiruvallur,Redhills,25.0,2021-08-27
549107,Revenue,Villupuram,VANUR,25.0,2021-08-27
549108,Revenue,The Nilgiris,Harisan Malayalam Ltd. Went worth Estate Cher,25.0,2021-08-27
549109,Revenue,Kancheepuram,UTHIRAMERUR,24.0,2021-08-27
549110,Revenue,Theni,Thekkadi,23.8,2021-08-27
549111,Revenue,Chennai,Ambathur,23.0,2021-08-27
549112,Revenue,Chengalpattu,Mammallapuram PWD bungalow,23.0,2021-08-27
549113,Revenue,Vellore,Melalathur,23.0,2021-08-27
549114,Revenue,Cuddalore,Srimushnam,23.0,2021-08-27
549115,Revenue,Krishnagiri,"Taluk Office, Krishnagiri",22.0,2021-08-27
549116,Revenue,Tirupathur,Ambur,22.0,2021-08-27
549117,Revenue,Tiruvallur,R.K.Pet,22.0,2021-08-27
549118,Revenue,Salem,Danishpet,22.0,2021-08-27
549119,Revenue,Tirupathur,"ACS Mill, Vadapudupattu",21.6,2021-08-27
549120,Revenue,The Nilgiris,Alakarai Estate,21.0,2021-08-27
549121,Revenue,Krishnagiri,Nedungal,20.2,2021-08-27
549122,Revenue,Tiruvallur,Poonamallee,20.0,2021-08-27
549123,Revenue,Vellore,VCS Mill Ammundi,20.0,2021-08-27
549124,Revenue,The Nilgiris,Gudalur Bazaar,20.0,2021-08-27
549125,Revenue,Kancheepuram,Chembarampakkam,19.2,2021-08-27
549126,Revenue,Krishnagiri,"Taluk Office, Hosur",19.0,2021-08-27
549127,Revenue,Perambalur,Puthu vettakudi,19.0,2021-08-27
549128,Revenue,The Nilgiris,Upper Gudalur,19.0,2021-08-27
549129,Revenue,Tenkasi,Ayikudi,18.0,2021-08-27
549130,Revenue,The Nilgiris,Wood Braiyar Estate,18.0,2021-08-27
549131,Revenue,Karur,Krishnarayapuram,17.0,2021-08-27
549132,Revenue,Tiruvallur,Uthukottai,17.0,2021-08-27
549133,Revenue,Villupuram,RSCL-2 Koliyanur,17.0,2021-08-27
549134,Revenue,The Nilgiris,Harisan Malayalam Ltd. cherumulli,17.0,2021-08-27
549135,Revenue,Karur,Mayanoor,16.0,2021-08-27
549136,Revenue,Chennai,Perambur Corporation park,16.0,2021-08-27
549137,Revenue,Theni,Gudalur,15.6,2021-08-27
549138,Revenue,Chennai,Chennai collectorate building,15.1,2021-08-27
549139,Revenue,Cuddalore,Lakkur,14.4,2021-08-27
549140,Revenue,Tiruppur,Amaravathy Dam,14.0,2021-08-27
549141,Revenue,Ranipet,Kaveripakkam,14.0,2021-08-27
549142,Revenue,The Nilgiris,Devala,14.0,2021-08-27
549143,Revenue,Kanniyakumari,Suralacode,14.0,2021-08-27
549144,Revenue,Thiruchirappalli,Kallakudi,13.2,2021-08-27
549145,Revenue,Thiruchirappalli,Pullambadi,13.2,2021-08-27
549146,Revenue,Perambalur,Labbaikudikadu,13.0,2021-08-27
549147,Revenue,Cuddalore,Kilacheruvai,13.0,2021-08-27
549148,Revenue,Ranipet,Sholingur,13.0,2021-08-27
549149,Revenue,Tirupathur,"PWD IB, Natrampalli",12.8,2021-08-27
549150,Revenue,Karur,Thogamalai,12.0,2021-08-27
549151,Revenue,Tiruppur,Thirumoorthi Dam,12.0,2021-08-27
549152,Revenue,Tiruvallur,Poondi,12.0,2021-08-27
549153,Revenue,Kanniyakumari,Kuzhithurai,11.8,2021-08-27
549154,Revenue,Chengalpattu,Keelampakkam,11.8,2021-08-27
549155,Revenue,Thanjavur,Budalur,11.8,2021-08-27
549156,Revenue,Chengalpattu,"Taluk Office, Thiruporur",11.4,2021-08-27
549157,Revenue,Coimbatore,"Taluk Office, Pollachi",11.0,2021-08-27
549158,Revenue,The Nilgiris,Barwood,11.0,2021-08-27
549159,Revenue,Thiruchirappalli,Nandhiyar Head,10.6,2021-08-27
549160,Revenue,Thiruchirappalli,Samayapuram,10.4,2021-08-27
549161,Revenue,Thanjavur,Orathanad,10.2,2021-08-27
549162,Revenue,Pudukkottai,Kudimiyanmalai,10.0,2021-08-27
549163,Revenue,Cuddalore,Me.Mathur,10.0,2021-08-27
549164,Revenue,Cuddalore,Panruti,10.0,2021-08-27
549165,Revenue,Kanniyakumari,Kalial,9.8,2021-08-27
549166,Revenue,Thiruchirappalli,Ponnaniyar Dam,9.8,2021-08-27
549167,Revenue,Ranipet,Ammoor (Walajah Railway Station),9.3,2021-08-27
549168,Revenue,Tirupathur,TCS Mill Kethandapatti,9.0,2021-08-27
549169,Revenue,Theni,Veerapandi,9.0,2021-08-27
549170,Revenue,Tiruvallur,Tiruttani,9.0,2021-08-27
549171,Revenue,Tiruvannamalai,Jamunamarathur,9.0,2021-08-27
549172,Revenue,Kallakurichi,Kallakurichi,9.0,2021-08-27
549173,Revenue,Kanniyakumari,Kannimar,8.2,2021-08-27
549174,Revenue,Chennai,Ayanavaram taluk office,8.0,2021-08-27
549175,Revenue,Tiruvallur,Pallipattu,8.0,2021-08-27
549176,Revenue,Pudukkottai,Adanakottai,8.0,2021-08-27
549177,Revenue,The Nilgiris,Chamraj Estate,8.0,2021-08-27
549178,Revenue,Kallakurichi,ULUNDURPET,8.0,2021-08-27
549179,Revenue,Thanjavur,Vettikadu,7.8,2021-08-27
549180,Revenue,Thiruchirappalli,Manapparai,7.2,2021-08-27
549181,Revenue,Kanniyakumari,Bhoothapandy,7.2,2021-08-27
549182,Revenue,Krishnagiri,Rayakottai,7.0,2021-08-27
549183,Revenue,The Nilgiris,Avalanche,7.0,2021-08-27
549184,Revenue,The Nilgiris,Upperbhavani,7.0,2021-08-27
549185,Revenue,Cuddalore,Tozhudur,7.0,2021-08-27
549186,Revenue,The Nilgiris,Burliar,7.0,2021-08-27
549187,Revenue,Chennai,Sholinganallur,6.2,2021-08-27
549188,Revenue,Tirupathur,Alangayam,6.0,2021-08-27
549189,Revenue,Ariyalur,Ariyalur Taluk Office,6.0,2021-08-27
549190,Revenue,Perambalur,Agaram seegoor,6.0,2021-08-27
549191,Revenue,Chengalpattu,Cheyyur,6.0,2021-08-27
549192,Revenue,Vellore,Gudiyatham,6.0,2021-08-27
549193,Revenue,Salem,Veeraganoor,6.0,2021-08-27
549194,Revenue,The Nilgiris,Billimalai Estate,6.0,2021-08-27
549195,Revenue,Krishnagiri,Anchetty police station,5.4,2021-08-27
549196,Revenue,Kancheepuram,Sriperumbadur,5.4,2021-08-27
549197,Revenue,Thiruchirappalli,Kovilpatty,5.2,2021-08-27
549198,Revenue,Salem,Gangavalli,5.0,2021-08-27
549199,Revenue,Theni,Bodinayakanur,4.8,2021-08-27
549200,Revenue,Cuddalore,Parangipettai,4.8,2021-08-27
549201,Revenue,Thanjavur,Madukkur,4.8,2021-08-27
549202,Revenue,Chennai,Anna university,4.6,2021-08-27
549203,Revenue,Karur,Karur,4.2,2021-08-27
549204,Revenue,Chennai,DGP Office,4.2,2021-08-27
549205,Revenue,Thiruchirappalli,Musiri,4.0,2021-08-27
549206,Revenue,Thiruchirappalli,Thathaiyagarpet,4.0,2021-08-27
549207,Revenue,Perambalur,Perambalur,4.0,2021-08-27
549208,Revenue,Ariyalur,"Taluk Office, Andimadam",4.0,2021-08-27
549209,Revenue,Salem,Attur,4.0,2021-08-27
549210,Revenue,The Nilgiris,Kundah Bridge,4.0,2021-08-27
549211,Revenue,Chennai,Alandur,3.9,2021-08-27
549212,Revenue,Kanniyakumari,Nagercoil,3.8,2021-08-27
549213,Revenue,Tenkasi,Tenkasi,3.6,2021-08-27
549214,Revenue,Tirupathur,"Taluk Office, Tirupathur",3.5,2021-08-27
549215,Revenue,Chennai,CD Hospital Tondiarpet,3.4,2021-08-27
549216,Revenue,Chengalpattu,"Taluk Office, Tambaram",3.2,2021-08-27
549217,Revenue,Cuddalore,Annamalai Nagar,3.2,2021-08-27
549218,Revenue,Chennai,Chennai nungambakkam,3.1,2021-08-27
549219,Revenue,Dharmapuri,Hogenakkal Forest tb,3.0,2021-08-27
549220,Revenue,Kallakurichi,Sankarapuram,3.0,2021-08-27
549221,Revenue,Krishnagiri,Barur,3.0,2021-08-27
549222,Revenue,Thiruchirappalli,Thuraiyur,3.0,2021-08-27
549223,Revenue,Tenkasi,Shencottai,3.0,2021-08-27
549224,Revenue,Tiruvallur,Tiruvallur,3.0,2021-08-27
549225,Revenue,Tiruvallur,Thiruvalangadu,3.0,2021-08-27
549226,Revenue,Pudukkottai,Gandarvakottai,3.0,2021-08-27
549227,Revenue,Mayiladuthurai,Mayiladuthurai,3.0,2021-08-27
549228,Revenue,Villupuram,VILUPPURAM,3.0,2021-08-27
549229,Revenue,The Nilgiris,Coonoor,3.0,2021-08-27
549230,Revenue,The Nilgiris,Adar estate,3.0,2021-08-27
549231,Revenue,The Nilgiris,Kotagiri,3.0,2021-08-27
549232,Revenue,Theni,Vaigai Dam,2.8,2021-08-27
549233,Revenue,Coimbatore,Aliyar,2.6,2021-08-27
549234,Revenue,The Nilgiris,Udhagai,2.5,2021-08-27
549235,Revenue,Thiruchirappalli,Lalgudi,2.4,2021-08-27
549236,Revenue,Chennai,Gov hr sec school MGR Nagar,2.4,2021-08-27
549237,Revenue,Thiruvarur,Valangaiman,2.4,2021-08-27
549238,Revenue,Dindigul,TOBACCO STATION(VDR),2.2,2021-08-27
549239,Revenue,Dindigul,VEDASANDUR,2.2,2021-08-27
549240,Revenue,Thiruvarur,Pandavaiyaru,2.2,2021-08-27
549241,Revenue,Kanniyakumari,Thuckalay,2.1,2021-08-27
549242,Revenue,Perambalur,Padalur,2.0,2021-08-27
549243,Revenue,Perambalur,Eraiyur,2.0,2021-08-27
549244,Revenue,Perambalur,THALUTHALAI,2.0,2021-08-27
549245,Revenue,Ariyalur,Jayankondam taluk office,2.0,2021-08-27
549246,Revenue,Chengalpattu,Madurantakam taluk office,2.0,2021-08-27
549247,Revenue,Theni,Sothuparai,2.0,2021-08-27
549248,Revenue,Madurai,VADIPATTI,2.0,2021-08-27
549249,Revenue,Villupuram,Marakkanam,2.0,2021-08-27
549250,Revenue,Cuddalore,Vadakuthu,2.0,2021-08-27
549251,Revenue,Cuddalore,Bhuvanagiri,2.0,2021-08-27
549252,Revenue,Cuddalore,Lalpet,2.0,2021-08-27
549253,Revenue,Thiruchirappalli,Ponmalai (Golden rock),1.8,2021-08-27
549254,Revenue,Cuddalore,Collectorate,1.8,2021-08-27
549255,Revenue,Thanjavur,Pattukkottai,1.5,2021-08-27
549256,Revenue,Cuddalore,Pelandurai,1.4,2021-08-27
549257,Revenue,Cuddalore,Kattumannarkoil,1.3,2021-08-27
549258,Revenue,Krishnagiri,Jambukuttapatti,1.2,2021-08-27
549259,Revenue,Theni,Uthamapalayam,1.2,2021-08-27
549260,Revenue,Perambalur,V.KALATHUR,1.0,2021-08-27
549261,Revenue,Tiruppur,Udumalpet,1.0,2021-08-27
549262,Revenue,Tenkasi,Sivagiri,1.0,2021-08-27
549263,Revenue,Theni,Periyakulam,1.0,2021-08-27
549264,Revenue,Dindigul,Palani,1.0,2021-08-27
549265,Revenue,Tirunelveli,Papanasam,1.0,2021-08-27
549266,Revenue,Tiruvannamalai,Kilpennathur,1.0,2021-08-27
549267,Revenue,Thiruchirappalli,Tiruchirappalli Airport,1.0,2021-08-27
549268,Revenue,Cuddalore,Kurinjipadi,1.0,2021-08-27
549269,Revenue,Cuddalore,Sethiyathope,1.0,2021-08-27
549270,Revenue,Cuddalore,Chidambaram,1.0,2021-08-27
549271,Revenue,Thanjavur,Thirukkattupalli,1.0,2021-08-27
549272,Revenue,The Nilgiris,Geddai,1.0,2021-08-27
549273,Revenue,Ranipet,Arakkonam,0.4,2021-08-27
549274,Revenue,Cuddalore,Indian Metrology Department,0.4,2021-08-27
549275,Revenue,Thanjavur,Adirampatnam,0.3,2021-08-27
549276,Revenue,The Nilgiris,Taluk Office  Pandalur,124.0,2021-08-28
549277,Revenue,Tirupathur,"Taluk Office, Tirupathur",75.5,2021-08-28
549278,Revenue,The Nilgiris,Harisan Malayalam Ltd. Went worth Estate Cher,69.0,2021-08-28
549279,Revenue,Villupuram,Gingee,60.0,2021-08-28
549280,Revenue,Villupuram,RSCL-3 Vallam,59.0,2021-08-28
549281,Revenue,Coimbatore,Sholayar,59.0,2021-08-28
549282,Revenue,Ranipet,Ammoor (Walajah Railway Station),52.0,2021-08-28
549283,Revenue,Cuddalore,Kothavacherry,49.0,2021-08-28
549284,Revenue,Villupuram,Marakkanam,46.0,2021-08-28
549285,Revenue,Tiruvannamalai,Kalasapakkam,46.0,2021-08-28
549286,Revenue,Chengalpattu,"Taluk Office, Thiruporur",45.4,2021-08-28
549287,Revenue,Villupuram,VILUPPURAM,45.0,2021-08-28
549288,Revenue,Villupuram,RSCL-3 Semmedu,45.0,2021-08-28
549289,Revenue,Kallakurichi,DSCL Virugavoor,45.0,2021-08-28
549290,Revenue,Cuddalore,Parangipettai,44.6,2021-08-28
549291,Revenue,Vellore,Ponnai Dam,42.2,2021-08-28
549292,Revenue,Coimbatore,Chinnakalar,42.0,2021-08-28
549293,Revenue,Tiruvallur,Tiruvallur,41.0,2021-08-28
549294,Revenue,Tiruvallur,Thiruvalangadu,41.0,2021-08-28
549295,Revenue,Tiruvannamalai,Kilpennathur,41.0,2021-08-28
549296,Revenue,Villupuram,VANUR,40.0,2021-08-28
549297,Revenue,Villupuram,RSCL-3 Avalurpettai,40.0,2021-08-28
549298,Revenue,Villupuram,RSCL-3 Valathy,40.0,2021-08-28
549299,Revenue,The Nilgiris,Avalanche,40.0,2021-08-28
549300,Revenue,Chennai,Perambur Corporation park,37.4,2021-08-28
549301,Revenue,Chennai,CD Hospital Tondiarpet,36.4,2021-08-28
549302,Revenue,Tiruvannamalai,Polur,36.2,2021-08-28
549303,Revenue,Tiruvallur,Tiruttani,36.0,2021-08-28
549304,Revenue,Kancheepuram,Kancheepuram taluk office,35.6,2021-08-28
549305,Revenue,Tirupathur,Ambur,35.6,2021-08-28
549306,Revenue,Krishnagiri,"Taluk Office, Krishnagiri",35.2,2021-08-28
549307,Revenue,The Nilgiris,Devala,35.0,2021-08-28
549308,Revenue,Tirupathur,"ACS Mill, Vadapudupattu",34.0,2021-08-28
549309,Revenue,Coimbatore,Valparai PAP,34.0,2021-08-28
549310,Revenue,Chennai,Ambathur,34.0,2021-08-28
549311,Revenue,Chennai,Ayanavaram taluk office,34.0,2021-08-28
549312,Revenue,Cuddalore,Indian Metrology Department,33.1,2021-08-28
549313,Revenue,Chennai,Chennai collectorate building,32.8,2021-08-28
549314,Revenue,Ranipet,Kalavai PWD,32.2,2021-08-28
549315,Revenue,Coimbatore,"Taluk Office, Valparai",32.0,2021-08-28
549316,Revenue,Kallakurichi,DSCL Thiyadurugam,32.0,2021-08-28
549317,Revenue,Kallakurichi,DSCL Kalayanallur,32.0,2021-08-28
549318,Revenue,Cuddalore,Kurinjipadi,32.0,2021-08-28
549319,Revenue,Cuddalore,Collectorate,32.0,2021-08-28
549320,Revenue,Tiruvannamalai,Vandavasi,31.0,2021-08-28
549321,Revenue,The Nilgiris,Upperbhavani,30.0,2021-08-28
549322,Revenue,Ranipet,Kaveripakkam,30.0,2021-08-28
549323,Revenue,Tiruvannamalai,Cheyyar,30.0,2021-08-28
549324,Revenue,Tiruvannamalai,Jamunamarathur,30.0,2021-08-28
549325,Revenue,Salem,Danishpet,29.3,2021-08-28
549326,Revenue,Villupuram,RSCL-2 Valavanur,29.0,2021-08-28
549327,Revenue,Tirupathur,Alangayam,29.0,2021-08-28
549328,Revenue,Kallakurichi,Kallakurichi,29.0,2021-08-28
549329,Revenue,Vellore,VCS Mill Ammundi,28.2,2021-08-28
549330,Revenue,Kallakurichi,DSCL Sulangurichi,28.0,2021-08-28
549331,Revenue,Tiruvannamalai,Thandrampattu,28.0,2021-08-28
549332,Revenue,Villupuram,RSCL-2 Mundiyampakkam,27.0,2021-08-28
549333,Revenue,Tiruvannamalai,Chetpet,27.0,2021-08-28
549334,Revenue,Tiruvannamalai,"Taluk Office, Arani",26.5,2021-08-28
549335,Revenue,Tiruvannamalai,"Taluk Office, Chengam",26.4,2021-08-28
549336,Revenue,Chengalpattu,Keelampakkam,26.2,2021-08-28
549337,Revenue,Ranipet,Wallajah,25.7,2021-08-28
549338,Revenue,Coimbatore,Cincona,25.0,2021-08-28
549339,Revenue,Kanniyakumari,Perunchani,24.4,2021-08-28
549340,Revenue,Cuddalore,Srimushnam,24.1,2021-08-28
549341,Revenue,Tiruvallur,Poondi,24.0,2021-08-28
549342,Revenue,Kanniyakumari,Puthan dam,23.8,2021-08-28
549343,Revenue,Dharmapuri,Pennagaram,23.0,2021-08-28
549344,Revenue,Villupuram,RSCL-2 Koliyanur,23.0,2021-08-28
549345,Revenue,Tiruvallur,Thamaraipakkam,23.0,2021-08-28
549346,Revenue,The Nilgiris,Wood Braiyar Estate,23.0,2021-08-28
549347,Revenue,Kallakurichi,BASL Vengur,23.0,2021-08-28
549348,Revenue,Cuddalore,Bhuvanagiri,23.0,2021-08-28
549349,Revenue,Chennai,DGP Office,22.8,2021-08-28
549350,Revenue,Krishnagiri,"Taluk Office, Hosur",22.0,2021-08-28
549351,Revenue,The Nilgiris,Harisan Malayalam Ltd. cherumulli,22.0,2021-08-28
549352,Revenue,Chengalpattu,Madurantakam taluk office,22.0,2021-08-28
549353,Revenue,Kancheepuram,UTHIRAMERUR,21.0,2021-08-28
549354,Revenue,The Nilgiris,Gudalur Bazaar,21.0,2021-08-28
549355,Revenue,The Nilgiris,Upper Gudalur,21.0,2021-08-28
549356,Revenue,Villupuram,SCS MILL Thiruvennainallur,21.0,2021-08-28
549357,Revenue,Kallakurichi,KCS MILL-1 Kadavanur,21.0,2021-08-28
549358,Revenue,Vellore,Katpadi,20.3,2021-08-28
549359,Revenue,Vellore,Melalathur,20.2,2021-08-28
549360,Revenue,Villupuram,BASL Mugaiyur,20.0,2021-08-28
549361,Revenue,Tenkasi,Ayikudi,20.0,2021-08-28
549362,Revenue,Cuddalore,Vanamadevi,20.0,2021-08-28
549363,Revenue,Chengalpattu,"Taluk Office, Tambaram",19.5,2021-08-28
549364,Revenue,Krishnagiri,Nedungal,19.4,2021-08-28
549365,Revenue,Tiruvallur,R.K.Pet,19.0,2021-08-28
549366,Revenue,Villupuram,BASL Manampoondi,19.0,2021-08-28
549367,Revenue,The Nilgiris,Barwood,19.0,2021-08-28
549368,Revenue,Kallakurichi,KCS MILL-1 Ariyalur,19.0,2021-08-28
549369,Revenue,Kancheepuram,Sriperumbadur,18.4,2021-08-28
549370,Revenue,Vellore,Vellore,18.3,2021-08-28
549371,Revenue,Tiruvallur,Pallipattu,18.0,2021-08-28
549372,Revenue,Ranipet,Sholingur,18.0,2021-08-28
549373,Revenue,Kallakurichi,KCS MILL-1 Moongilthuraipattu,18.0,2021-08-28
549374,Revenue,Tirupathur,"PWD IB, Natrampalli",17.2,2021-08-28
549375,Revenue,Ranipet,Arcot,17.2,2021-08-28
549376,Revenue,Krishnagiri,Rayakottai,17.0,2021-08-28
549377,Revenue,Chengalpattu,Cheyyur,17.0,2021-08-28
549378,Revenue,Kanniyakumari,Sivalogam (Chittar II),17.0,2021-08-28
549379,Revenue,Krishnagiri,Penukondapuram,16.4,2021-08-28
549380,Revenue,Cuddalore,Sethiyathope,16.2,2021-08-28
549381,Revenue,Cuddalore,Vadakuthu,16.0,2021-08-28
549382,Revenue,Cuddalore,Panruti,16.0,2021-08-28
549383,Revenue,Tiruvannamalai,Tiruvannamalai,16.0,2021-08-28
549384,Revenue,Chennai,Alandur,15.3,2021-08-28
549385,Revenue,Perambalur,Labbaikudikadu,15.0,2021-08-28
549386,Revenue,Tiruvallur,Redhills,15.0,2021-08-28
549387,Revenue,Kallakurichi,DSCL Eraiyur,15.0,2021-08-28
549388,Revenue,Cuddalore,SRC Kudithangi,15.0,2021-08-28
549389,Revenue,Kallakurichi,DSCL Rishivandiyam,15.0,2021-08-28
549390,Revenue,Ranipet,Arakkonam,14.2,2021-08-28
549391,Revenue,Kancheepuram,Chembarampakkam,14.0,2021-08-28
549392,Revenue,Tiruvallur,Poonamallee,14.0,2021-08-28
549393,Revenue,Cuddalore,Pelandurai,13.4,2021-08-28
549394,Revenue,Chennai,Sholinganallur,13.2,2021-08-28
549395,Revenue,Tiruvallur,Cholavaram,13.0,2021-08-28
549396,Revenue,Krishnagiri,Barur,12.6,2021-08-28
549397,Revenue,Cuddalore,Chidambaram,12.4,2021-08-28
549398,Revenue,The Nilgiris,Udhagai,12.2,2021-08-28
549399,Revenue,Tiruvallur,Uthukottai,12.0,2021-08-28
549400,Revenue,The Nilgiris,Chamraj Estate,12.0,2021-08-28
549401,Revenue,Kallakurichi,TIRUKOILUR,12.0,2021-08-28
549402,Revenue,Tiruvannamalai,Vembakkam,12.0,2021-08-28
549403,Revenue,Chennai,Chennai nungambakkam,11.6,2021-08-28
549404,Revenue,Kanniyakumari,Kalial,11.6,2021-08-28
549405,Revenue,Vellore,Gudiyatham,11.2,2021-08-28
549406,Revenue,Kanniyakumari,Suralacode,11.2,2021-08-28
549407,Revenue,Villupuram,TINDIVANAM,11.0,2021-08-28
549408,Revenue,The Nilgiris,Emerald,11.0,2021-08-28
549409,Revenue,Tirupathur,TCS Mill Kethandapatti,11.0,2021-08-28
549410,Revenue,Tirupathur,Vaniyambadi,11.0,2021-08-28
549411,Revenue,Kallakurichi,BASL Manalurpet,11.0,2021-08-28
549412,Revenue,Kallakurichi,KCS MILL-2 Kachirayopalayam,11.0,2021-08-28
549413,Revenue,Cuddalore,Veppur,11.0,2021-08-28
549414,Revenue,Kancheepuram,Walajabad,10.2,2021-08-28
549415,Revenue,Villupuram,RSCL-2 Nemoor,10.0,2021-08-28
549416,Revenue,Chengalpattu,Chengalpattu,10.0,2021-08-28
